Process Name,PID,DLLs
PowerToys.AdvancedPaste.e,6808,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; ucrtbase.dll; SHELL32.dll,; ADVAPI32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll; IMM32.DLL; hostfxr.dll; hostpolicy.dll; coreclr.dll; ole32.dll; combase.dll; OLEAUT32.dll; bcryptPrimitives.dll; System.Private.CoreLib.dll; clrjit.dll; kernel.appcore.dll; PowerToys.AdvancedPaste.dll; System.Runtime.dll; uxtheme.dll; WinRT.Runtime.dll; System.Collections.dll; System.Collections.Concurrent.dll; System.Threading.dll; Microsoft.WindowsAppRuntime.dll; SHLWAPI.dll; USERENV.dll; wintypes.dll; powrprof.dll; RoMetadata.dll; XmlLite.dll; UMPDC.dll; shcore.dll; PowerToys.ManagedCommon.dll; System.Runtime.InteropServices.dll; Microsoft.Windows.AppLifecycle.Projection.dll; Microsoft.WinUI.dll; PowerToys.Interop.dll; ntmarta.dll; ijwhost.dll; VCRUNTIME140_1.dll; VCRUNTIME140.dll; MSVCP140.dll; System.Runtime.Extensions.dll; System.Collections.NonGeneric.dll; System.IO.Abstractions.dll; System.Security.AccessControl.dll; System.Diagnostics.TraceSource.dll; System.Diagnostics.TextWriterTraceListener.dll; windows.storage.dll; System.Diagnostics.FileVersionInfo.dll; version.dll; icu.dll; System.Runtime.CompilerServices.Unsafe.dll; clbcatq.dll; PowerToys.GPOWrapper.dll; System.Private.Uri.dll; System.ObjectModel.dll; System.ComponentModel.dll; System.Numerics.Vectors.dll; Microsoft.UI.Xaml.dll; CoreMessagingXP.dll; Microsoft.Internal.FrameworkUdk.dll; Microsoft.UI.Windowing.Core.dll; urlmon.dll; DWrite.dll; d3d11.dll; d2d1.dll; profapi.dll; Bcp47Langs.dll; CoreMessaging.dll; dcomp.dll; iertutil.dll; srvcli.dll; netutils.dll; dxgi.dll; Microsoft.Internal.FrameworkUdk.System.dll; Microsoft.Windows.SDK.NET.dll; System.Security.Cryptography.Algorithms.dll; System.Security.Cryptography.dll; System.Linq.dll; System.Memory.dll; twinapi.appcore.dll; dxcore.dll; directxdatabasehelper.dll; aticfx64.dll; WINMM.dll; Windows.UI.dll; atiuxp64.dll; atidxx64.dll; SETUPAPI.dll; cfgmgr32.DLL; apphelp.dll; amdihk64.dll; Windows.ApplicationModel.dll; Windows.UI.Immersive.dll; D3DSCache.dll; TextShaping.dll; Microsoft.InteractiveExperiences.Projection.dll; Microsoft.Extensions.Hosting.dll; Microsoft.Extensions.Hosting.Abstractions.dll; Microsoft.Extensions.DependencyInjection.Abstractions.dll; CommunityToolkit.Mvvm.dll; Microsoft.Extensions.Configuration.Abstractions.dll; Microsoft.Extensions.DependencyInjection.dll; System.Diagnostics.DiagnosticSource.dll; System.Diagnostics.Tracing.dll; Microsoft.Extensions.Configuration.dll; Microsoft.Extensions.Configuration.EnvironmentVariables.dll; Microsoft.Extensions.Configuration.CommandLine.dll; Microsoft.Extensions.Primitives.dll; Microsoft.Extensions.FileProviders.Abstractions.dll; Microsoft.Extensions.FileProviders.Physical.dll; Microsoft.Extensions.Configuration.FileExtensions.dll; Microsoft.Extensions.Configuration.Json.dll; Microsoft.Extensions.Configuration.UserSecrets.dll; Microsoft.Extensions.Configuration.Binder.dll; System.IO.FileSystem.Watcher.dll; System.ComponentModel.Primitives.dll; Microsoft.Extensions.FileSystemGlobbing.dll; System.Threading.Overlapped.dll; Microsoft.Win32.Primitives.dll; Microsoft.Extensions.Options.dll; Microsoft.Extensions.Logging.dll; Microsoft.Extensions.Diagnostics.dll; Microsoft.Extensions.Logging.Abstractions.dll; Microsoft.Extensions.Diagnostics.Abstractions.dll; Microsoft.Extensions.Logging.Configuration.dll; Microsoft.Extensions.Logging.Debug.dll; Microsoft.Extensions.Logging.EventSource.dll; Microsoft.Extensions.Logging.EventLog.dll; Microsoft.Extensions.Logging.Console.dll; Microsoft.Extensions.Options.ConfigurationExtensions.dll; System.Text.Json.dll; System.Console.dll; System.Text.Encoding.Extensions.dll; System.Threading.Thread.dll; System.Diagnostics.EventLog.dll; System.Collections.Specialized.dll; System.ComponentModel.TypeConverter.dll; PowerToys.Settings.UI.Lib.dll; System.Security.Principal.Windows.dll; System.Security.Claims.dll; System.Text.Encodings.Web.dll; System.Runtime.Intrinsics.dll; System.Reflection.Emit.Lightweight.dll; System.Reflection.Primitives.dll; System.Reflection.Emit.ILGeneration.dll; vaultcli.dll; Microsoft.Win32.Registry.dll; windows.applicationmodel.datatransfer.dll; Windows.Shell.ServiceHostBuilder.dll; OneCoreUAPCommonProxyStub.dll; edputil.dll; Microsoft.Windows.ApplicationModel.Resources.dll; MRM.dll; bcp47mrm.dll; Windows.Globalization.dll; CommunityToolkit.WinUI.Animations.dll; CommunityToolkit.WinUI.Converters.dll; CommunityToolkit.WinUI.Extensions.dll; WinUIEx.dll; Microsoft.UI.Xaml.Controls.dll; System.Linq.Expressions.dll; System.Diagnostics.StackTrace.dll; PowerToys.ManagedTelemetry.dll"
svchost.exe,7000,""
AMDRSServ.exe,7044,""
taskhostw.exe,7072,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; msvcrt.dll; imm32.dll; win32u.dll; USER32.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll,; ucrtbase.dll; combase.dll; RPCRT4.dll; kernel.appcore.dll; bcryptPrimitives.dll; sechost.dll; bcrypt.dll; uxtheme.dll; OLEAUT32.dll; clbcatq.dll; wininet.dll; advapi32.dll; ESENT.dll; windows.storage.dll; wintypes.dll; SHCORE.dll; shlwapi.dll; profapi.dll; iertutil.dll; srvcli.dll; netutils.dll; MsCtfMonitor.dll; MSUTB.dll; PlaySndSrv.dll; WINMM.dll; AudioSes.DLL; CRYPTBASE.DLL; powrprof.dll; UMPDC.dll; USERENV.dll; winmmbase.dll; MMDevAPI.DLL; ksuser.dll; AVRT.dll; DEVOBJ.dll; cfgmgr32.dll; MSACM32.dll; midimap.dll; resourcepolicyclient.dll; MSCTF.dll"
Widgets.exe,7080,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; ucrtbase.dll; combase.dll,; RPCRT4.dll; shcore.dll; MSVCP140_APP.dll; CONCRT140_APP.dll; VCRUNTIME140_1_APP.dll; VCRUNTIME140_APP.dll; WebView2Loader.dll; IMM32.DLL; kernel.appcore.dll; msvcrt.dll; bcryptPrimitives.dll; clbcatq.dll; Windows.Web.dll; ADVAPI32.dll; sechost.dll; bcrypt.dll; ole32.dll; SHELL32.dll; windows.staterepositorycore.dll; uxtheme.dll; windows.storage.dll; wintypes.dll; Windows.ApplicationModel.dll; AppXDeploymentClient.dll; shlwapi.dll; capauthz.dll; ntmarta.dll; rometadata.dll; Windows.UI.Accessibility.dll; Microsoft.Windows.Widgets.dll; OLEAUT32.dll; windowsudk.shellcommon.dll; USERENV.dll; XmlLite.dll; SystemSettings.DataModel.dll; profapi.dll; SspiCli.dll; OneCoreUAPCommonProxyStub.dll; CFGMGR32.dll; StructuredQuery.dll; PROPSYS.dll; Windows.System.Launcher.dll; msvcp110_win.dll; comctl32.dll; edputil.dll; Windows.Storage.ApplicationData.dll; twinapi.appcore.dll; Windows.Security.Authentication.Web.Core.dll; iertutil.dll; srvcli.dll; netutils.dll; OneCoreCommonProxyStub.dll; vaultcli.dll; CRYPT32.dll; DPAPI.dll; CRYPTBASE.dll; aadWamExtension.dll; Windows.Web.Http.dll; WININET.dll; WS2_32.dll; ondemandconnroutehelper.dll; mswsock.dll; firewallapi.dll; fwbase.dll; IPHLPAPI.DLL; WINHTTP.dll; WINNSI.DLL; NSI.dll; profext.dll; MSASN1.dll; WINTRUST.dll; CRYPTSP.dll; rsaenh.dll; urlmon.dll; DNSAPI.dll; rasadhlp.dll; fwpuclnt.dll; schannel.DLL; ncrypt.dll; NTASN1.dll; ncryptsslp.dll; cryptnet.dll; certenroll.dll; certca.dll; mlang.dll; FlightSettings.dll; wosc.dll; policymanager.dll; Wldp.dll; Windows.UI.dll; Windows.UI.Immersive.dll; CapabilityAccessManagerClient.dll; usermgrproxy.dll; usermgrcli.dll; MrmCoreR.dll; windows.staterepositoryclient.dll; bcp47mrm.dll; Geolocation.dll; BiWinrt.dll; LocationFrameworkPS.dll; mssprxy.dll; wpnapps.dll; CoreMessaging.dll; msxml6.dll; Windows.ApplicationModel.Background.TimeBroker.dll; Windows.ApplicationModel.Background.SystemEventsBroker.dll"
SystemSettings.exe,7124,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; apphelp.dll; msvcrt.dll; combase.dll; ucrtbase.dll; RPCRT4.dll; SHCORE.dll; msvcp_win.dll,; kernel.appcore.dll; bcryptPrimitives.dll; clbcatq.dll; Windows.UI.Xaml.dll; sechost.dll; bcrypt.dll; ntmarta.dll; powrprof.dll; UMPDC.dll; Comctl32.dll; GDI32.dll; win32u.dll; gdi32full.dll; USER32.dll; IMM32.DLL; SystemSettings.dll; OLEAUT32.dll; SspiCli.dll; shell32.dll; PROPSYS.dll; MrmCoreR.dll; ole32.dll; WINTRUST.dll; d2d1.dll; windows.storage.dll; wincorlib.DLL; slc.dll; policymanager.dll; WinLangdb.dll; Bcp47Langs.dll; elscore.dll; wintypes.dll; advapi32.dll; msvcp110_win.dll; CRYPT32.dll; MSASN1.dll; windows.staterepositorycore.dll; Windows.UI.dll; languageoverlayutil.dll; bcp47mrm.dll; windows.staterepositoryclient.dll; profapi.dll; uxtheme.dll; twinapi.appcore.dll; CoreMessaging.dll; OneCoreUAPCommonProxyStub.dll; urlmon.dll; srvcli.dll; netutils.dll; iertutil.dll; dxgi.dll; dxcore.dll; directxdatabasehelper.dll; Telemetry.Common.dll; d3d11.dll; aticfx64.dll; VERSION.dll; WINMM.dll; atiuxp64.dll; atidxx64.dll; SETUPAPI.dll; cfgmgr32.DLL; amdihk64.dll; SHLWAPI.dll; Windows.UI.Xaml.Controls.dll; D3DSCache.dll; USERENV.dll; Microsoft.UI.Xaml.dll; SystemSettingsViewModel.Desktop.dll; dwrite.dll; windowsudk.shellcommon.dll; XmlLite.dll; TextShaping.dll; AppXDeploymentClient.dll; Windows.ApplicationModel.dll; msctf.dll; Windows.Shell.ServiceHostBuilder.dll; execmodelproxy.dll; CoreUIComponents.dll; RMCLIENT.dll; InputHost.dll; CRYPTBASE.DLL; UiaManager.dll; WindowManagementAPI.dll; windows.ui.core.textinput.dll; TextInputFramework.dll; Windows.UI.Immersive.dll; DataExchange.dll; SystemSettings.DataModel.dll; usermgrproxy.dll; SettingsEnvironment.Desktop.dll; webauthn.dll; HID.DLL; SPPC.DLL; wtsapi32.dll; WINSTA.dll; NetworkUXBroker.dll; NSI.dll; dhcpcsvc.DLL; dhcpcsvc6.DLL; WlanMediaManager.dll; IPHLPAPI.DLL; EthernetMediaManager.dll; wlanapi.dll; MobileNetworking.dll; dot3api.dll; TetheringStation.dll; WS2_32.dll; npmproxy.dll; Windows.StateRepositoryPS.dll; credprovhost.dll; CredProvCommonCore.DLL; Windows.Globalization.dll; WsxPackManager.dll; VCRUNTIME140_1_APP.dll; MSVCP140_APP.dll; VCRUNTIME140_APP.dll; Windows.System.Launcher.dll; Windows.Web.dll; dcomp.dll; Windows.Energy.dll; Windows.UI.Xaml.Phone.dll; twinapi.dll; Windows.Graphics.dll; twinui.dll; MFPlat.DLL; RTWorkQ.DLL; OneCoreCommonProxyStub.dll; TaskFlowDataEngine.dll; directmanipulation.dll; vaultcli.dll; CapabilityAccessManagerClient.dll; windowscodecs.dll; msftedit.dll; globinputhost.dll; threadpoolwinrt.dll; shacct.dll; SAMLIB.dll; SettingsHandlers_nt.dll; WINHTTP.dll; ServicingUAPI.dll; cryptsp.dll; ErrorDetailsCore.dll; LanguageComponentsInstaller.dll; themeui.dll; NetworkMobileSettings.dll; nlaapi.dll; eappcfg.dll; ActXPrxy.dll; aboutsettingshandlers.dll; DSROLE.dll; wkscli.dll; WINBRAND.dll; dsreg.dll; RasMediaManager.dll; rasman.dll; RASAPI32.dll; dwmapi.dll; rtutils.dll; dusmapi.dll; Windows.Networking.Connectivity.dll; SystemSettingsExtensions.dll; Windows.Networking.HostName.dll; netprofm.dll; sxs.dll; DAMediaManager.dll; NcaApi.dll; usoapi.dll; RulesEngine.dll; DEVOBJ.dll; SettingsHandlers_Devices.dll; deviceassociation.dll; Windows.Security.Authentication.Web.Core.dll; DNSAPI.dll; Windows.Devices.Radios.dll; bluetoothapis.dll; Windows.Devices.Enumeration.dll; MMDevApi.dll; IEProxy.dll; DeviceFlows.DataModel.dll; StructuredQuery.dll; AuthBroker.dll; AUTHZ.dll; NaturalLanguage6.dll; NLSData0416.dll; MLS6.dll; ElsLad.dll; MSWB7.dll; DevDispItemProvider.dll; DDORes.dll; DefaultDeviceManager.dll; BthRadioMedia.dll; WlanRadioManager.dll; DeviceDisplayStatusManager.dll; oobecoreadapters.dll; samcli.dll; DiagnosticDataSettings.dll; AccountsService.dll; FunDisc.dll; CloudExperienceHostBroker.dll; FdDevQuery.dll; Windows.Web.Http.dll; UserOOBE.dll; credui.dll; ExperienceExtensions.dll; Windows.CloudStore.dll; wdscore.dll; usermgrcli.dll; Microsoft.ReactNative.dll; dbghelp.dll; AppExtension.dll; dbgcore.DLL; camext.dll; Windows.CloudStore.Schema.Shell.dll; DeviceSetupStatusProvider.dll; WinRTComponents.dll; cdp.dll; ux-phui.dll; ReactNativeXaml.dll; Payments.dll; ncrypt.dll; NTASN1.dll; FlightSettings.dll; WinRTTurboModule.dll; Windows.Internal.PredictionUnit.dll; wosc.dll; Windows.Storage.Search.dll; bthpanapi.dll; Windows.Devices.Bluetooth.dll; Windows.Internal.Signals.dll; fdBth.dll; mswsock.dll; wshBth.dll; rasadhlp.dll; rsaenh.dll; fcon.dll; wuceffects.dll; thumbcache.dll; edputil.dll; PhotoMetadataHandler.dll; IrisService.dll; mfcore.dll; DPAPI.dll; Windows.Security.Authentication.OnlineId.dll; Windows.System.UserProfile.DiagnosticsSettings.dll; WININET.dll; ondemandconnroutehelper.dll; firewallapi.dll; fwbase.dll; WINNSI.DLL; pfclient.dll; D3D10Warp.dll; StartMenu.dll; Secur32.dll; Windows.Storage.ApplicationData.dll; mssprxy.dll; hermes.dll; icuuc.dll; icuin.dll; icu.DLL; WinRtTracing.dll; Microsoft.Web.WebView2.Core.dll"
svchost.exe,7156,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; ucrtbase.dll; combase.dll; RPCRT4.dll; kernel.appcore.dll; msvcrt.dll; bcryptPrimitives.dll,; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; IMM32.DLL; sechost.dll; bcrypt.dll; webthreatdefusersvc.dll; shcore.dll; OLEAUT32.dll"
svchost.exe,7312,""
svchost.exe,7432,""
ETDTouch.exe,7604,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; ucrtbase.dll; ADVAPI32.dll,; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll; IMM32.DLL; ntmarta.dll; ETDApix.dll; SHELL32.dll; SHLWAPI.dll; ole32.dll; combase.dll; OLEAUT32.dll; VERSION.dll; Comctl32.dll"
svchost.exe,7668,""
RuntimeBroker.exe,7676,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; ucrtbase.dll; msvcp_win.dll; combase.dll; RPCRT4.dll; kernel.appcore.dll; msvcrt.dll,; bcryptPrimitives.dll; powrprof.dll; UMPDC.dll; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; IMM32.DLL; sechost.dll; bcrypt.dll; clbcatq.dll; Windows.Networking.Connectivity.dll; npmproxy.dll; WinTypes.dll; Windows.Networking.HostName.dll; IPHLPAPI.DLL; NSI.dll; oleaut32.dll; sxs.dll; ADVAPI32.dll; wlanapi.dll; MobileNetworking.dll; Windows.ApplicationModel.Store.dll; OneCoreUAPCommonProxyStub.dll; wpnapps.dll; shcore.dll; wusys.dll; WINTRUST.dll; CRYPT32.dll; MSASN1.dll; iertutil.dll; srvcli.dll; netutils.dll; profapi.dll; windows.storage.dll; uxtheme.dll; ole32.dll; shlwapi.dll; PROPSYS.dll; CFGMGR32.dll; edputil.dll; StructuredQuery.dll; Windows.Storage.Search.dll; apphelp.dll; shell32.dll; WININET.dll; SspiCli.dll; WS2_32.dll; ondemandconnroutehelper.dll; mswsock.dll; WINNSI.DLL; WINHTTP.dll; urlmon.dll; DNSAPI.dll; rasadhlp.dll; fwpuclnt.dll; schannel.DLL; ncrypt.dll; NTASN1.dll; ncryptsslp.dll; DPAPI.DLL; CRYPTSP.dll; rsaenh.dll; CRYPTBASE.dll; cryptnet.dll; dhcpcsvc6.DLL; dhcpcsvc.DLL; webio.dll; Windows.Media.dll; MFPlat.DLL; RTWorkQ.DLL; Windows.ApplicationModel.dll; AppXDeploymentClient.dll; usermgrcli.dll; Windows.Web.dll; windows.staterepositorycore.dll; windows.staterepositoryclient.dll; NaturalLanguage6.dll; NLSData0416.dll; MLS6.dll; MSWB7.dll; execmodelclient.dll; policymanager.dll; msvcp110_win.dll; capauthz.dll; ntmarta.dll"
SecurityHealthService.exe,7700,""
svchost.exe,7716,""
PowerToys.exe,7728,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; OLEAUT32.dll; msvcp_win.dll; ucrtbase.dll; ntmarta.dll; combase.dll; RPCRT4.dll; shcore.dll,; SHLWAPI.dll; msvcrt.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; SHELL32.dll; ole32.dll; sechost.dll; bcrypt.dll; gdiplus.dll; IMM32.DLL; uxtheme.dll; MSCTF.dll; kernel.appcore.dll; bcryptPrimitives.dll; windows.storage.dll; wintypes.dll; clbcatq.dll; Windows.Web.dll; taskschd.dll; SspiCli.dll; advapi32.dll; XmlLite.dll; mf.dll; PowerToys.FancyZonesModuleInterface.dll; AppXDeploymentClient.dll; Windows.Networking.Connectivity.dll; PowerToys.powerpreview.dll; npmproxy.dll; CapabilityAccessManagerClient.dll; wlanapi.dll; MobileNetworking.dll; IPHLPAPI.DLL; NSI.dll; dusmapi.dll; Windows.Web.Http.dll; iertutil.dll; netutils.dll; srvcli.dll; WININET.dll; profapi.dll; WS2_32.dll; ondemandconnroutehelper.dll; PowerToys.ImageResizerExt.dll; mswsock.dll; firewallapi.dll; fwbase.dll; WINNSI.DLL; WINHTTP.dll; CRYPT32.dll; DPAPI.DLL; MSASN1.dll; WINTRUST.dll; CRYPTSP.dll; rsaenh.dll; CRYPTBASE.dll; PowerToys.KeyboardManager.dll; urlmon.dll; DNSAPI.dll; rasadhlp.dll; fwpuclnt.dll; schannel.DLL; ncrypt.dll; NTASN1.dll; ncryptsslp.dll; cryptnet.dll; PowerToys.Launcher.dll; certenroll.dll; certca.dll; mlang.dll; PowerToys.PowerRenameExt.dll; PowerToys.ShortcutGuideModuleInterface.dll; PowerToys.ColorPicker.dll; PowerToys.AwakeModuleInterface.dll; PowerToys.FindMyMouse.dll; CoreMessaging.dll; Windows.UI.Xaml.dll; powrprof.dll; UMPDC.dll; PowerToys.MouseHighlighter.dll; PowerToys.MouseJump.dll; PowerToys.AlwaysOnTopModuleInterface.dll; PowerToys.MousePointerCrosshairs.dll; PowerToys.PowerAccentModuleInterface.dll; PowerToys.PowerOCRModuleInterface.dll; PowerToys.AdvancedPasteModuleInterface.dll; PowerToys.FileLocksmithExt.dll; PowerToys.RegistryPreviewExt.dll; PowerToys.MeasureToolModuleInterface.dll; PowerToys.HostsModuleInterface.dll; PowerToys.Peek.dll; PowerToys.EnvironmentVariablesModuleInterface.dll; PowerToys.MouseWithoutBordersModuleInterface.dll; PowerToys.CropAndLockModuleInterface.dll; PowerToys.CmdNotFoundModuleInterface.dll; PowerToys.VideoConferenceModule.dll; WTSAPI32.dll; MMDevApi.dll; DEVOBJ.dll; cfgmgr32.dll; WindowsCodecs.dll; WINSTA.dll; PROPSYS.dll; edputil.dll; Windows.StateRepositoryPS.dll; virtdisk.dll; Wldp.dll; appresolver.dll; USERENV.dll; Bcp47Langs.dll; OneCoreUAPCommonProxyStub.dll; Windows.ApplicationModel.dll; dcomp.dll; pcacli.dll; MPR.dll; sfc_os.dll; ServicingCommon.dll; SETUPAPI.dll"
svchost.exe,7740,""
