Process Name,PID,DLLs
SearchHost.exe,5220,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; combase.dll; ucrtbase.dll; RPCRT4.dll; shcore.dll; msvcp_win.dll; vccorlib140_app.DLL,; VCRUNTIME140_APP.dll; VCRUNTIME140_1_APP.dll; OLEAUT32.dll; MSVCP140_APP.dll; SearchUx.UI.dll; uiautomationcore.dll; d2d1.dll; msvcrt.dll; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; bcrypt.dll; IMM32.DLL; twinapi.appcore.dll; bcryptprimitives.dll; kernel.appcore.dll; Windows.UI.Xaml.dll; sechost.dll; ntmarta.dll; powrprof.dll; UMPDC.dll; iertutil.dll; advapi32.dll; srvcli.dll; netutils.dll; WinTypes.dll; windows.staterepositorycore.dll; Windows.UI.dll; CoreMessaging.dll; OneCoreUAPCommonProxyStub.dll; uxtheme.dll; urlmon.dll; dxgi.dll; dxcore.dll; windowsudk.shellcommon.dll; windows.storage.dll; USERENV.dll; XmlLite.dll; directxdatabasehelper.dll; windows.staterepositoryclient.dll; d3d11.dll; aticfx64.dll; WINMM.dll; VERSION.dll; atiuxp64.dll; atidxx64.dll; SETUPAPI.dll; ole32.dll; SHELL32.dll; cfgmgr32.DLL; apphelp.dll; amdihk64.dll; SHLWAPI.dll; D3DSCache.dll; profext.dll; profapi.dll; Windows.UI.Immersive.dll; SearchUx.InternalWebApi.dll; Cabinet.dll; SLWGA.dll; SspiCli.dll; sppc.dll; WTSAPI32.dll; MrmCoreR.dll; SearchUx.Core.dll; bcp47mrm.dll; Windows.Storage.ApplicationData.dll; dwrite.dll; Windows.Globalization.dll; Bcp47Langs.dll; Windows.Web.Http.dll; slc.dll; policymanager.dll; msvcp110_win.dll; TextShaping.dll; OneCoreCommonProxyStub.dll; FlightSettings.dll; Windows.Web.dll; wosc.dll; Windows.ApplicationModel.dll; fcon.dll; WININET.dll; WS2_32.dll; vaultcli.dll; ondemandconnroutehelper.dll; mswsock.dll; IPHLPAPI.DLL; WINNSI.DLL; NSI.dll; usermgrproxy.dll; windows.storage.onecore.dll; Windows.Security.Authentication.Web.Core.dll; usermgrcli.dll; Windows.StateRepositoryPS.dll; CRYPT32.dll; DPAPI.dll; CRYPTBASE.dll; Windows.Management.Workplace.dll; msctf.dll; Windows.Shell.ServiceHostBuilder.dll; CoreUIComponents.dll; RMCLIENT.dll; InputHost.dll; UiaManager.dll; WindowManagementAPI.dll; windows.ui.core.textinput.dll; TextInputFramework.dll; DataExchange.dll; ShellCommonCommonProxyStub.dll; Microsoft.UI.Xaml.dll; Windows.UI.Xaml.Controls.dll; threadpoolwinrt.dll; tquery.dll; SearchIndexerCore.dll; Windows.Graphics.dll; StructuredQuery.dll; windows.storage.search.dll; msftedit.dll; oledb32.dll; MSDART.DLL; Comctl32.dll; globinputhost.dll; dcomp.dll; twinapi.dll; rometadata.dll; PROPSYS.dll; Windows.System.Launcher.dll; biwinrt.dll; StartTileData.dll; windowscodecs.dll; Windows.CloudStore.dll; wuceffects.dll; directmanipulation.dll; Windows.UI.Input.Inking.dll; appresolver.dll; TileDataRepository.dll; Windows.StateRepository.dll; StateRepository.Core.dll; SearchUx.Model.dll; WINHTTP.dll; CryptoWinRT.dll; EdgeManager.dll; edgehtml.dll; chakra.dll; srpapi.dll; WebRuntimeManager.dll; edgeiso.dll; SystemSettings.DataModel.dll; ninput.dll; msimtf.dll; webplatstorageserver.dll; MSASN1.dll; WINTRUST.dll; CRYPTSP.dll; rsaenh.dll; DNSAPI.dll; rasadhlp.dll; fwpuclnt.dll; schannel.DLL; ncrypt.dll; NTASN1.dll; ncryptsslp.dll; cryptnet.dll; icu.dll; firewallapi.dll; fwbase.dll; certenroll.dll; certca.dll; SearchUx.WebApi.dll; MSWB7.dll; edputil.dll; LegacySystemSettings.dll; PCShellCommonProxyStub.dll; winsta.dll; StartMenu.dll; Secur32.dll; PhotoMetadataHandler.dll; RTMediaFrame.dll; AppContracts.dll; dwmapi.dll; Windows.Networking.Connectivity.dll; windows.applicationmodel.datatransfer.dll; aadWamExtension.dll"
svchost.exe,5368,""
svchost.exe,5380,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; ucrtbase.dll; combase.dll; RPCRT4.dll; kernel.appcore.dll; msvcrt.dll; bcryptPrimitives.dll,; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; IMM32.DLL; sechost.dll; bcrypt.dll; aphostservice.dll; UserDataPlatformHelperUtil.dll; shcore.dll; NetworkHelper.dll; UMPDC.dll; SYNCUTIL.dll; OLEAUT32.dll; advapi32.dll; VAULTCLI.dll; MCCSPal.dll; DMCfgUtils.dll; msvcp110_win.dll; DMCmnUtils.dll; policymanager.dll; ncrypt.dll; tbs.dll; dmxmlhelputils.dll; CRYPT32.dll; XmlLite.dll; NTASN1.dll; InprocLogger.dll; profapi.dll; SspiCli.dll; clbcatq.dll; FlightSettings.dll; Windows.Networking.Connectivity.dll; npmproxy.dll; WinTypes.dll; CapabilityAccessManagerClient.dll; wlanapi.dll; MobileNetworking.dll; iertutil.dll; netutils.dll; srvcli.dll; msv1_0.DLL; NtlmShared.dll; SyncController.dll; PIMSTORE.dll; powrprof.dll; SystemEventsBrokerClient.dll; UserDataLanguageUtil.dll; ntmarta.dll; APHostClient.dll; AccountAccessor.dll; MCCSEngineShared.dll; PhoneUtil.dll; UserDataTypeHelperUtil.dll; CEMAPI.dll; dsclient.dll; OneCoreCommonProxyStub.dll; execmodelproxy.dll; rmclient.dll; edputil.dll"
svchost.exe,5392,""
svchost.exe,5468,""
MoUsoCoreWorker.exe,5660,""
cncmd.exe,5692,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; ucrtbase.dll; ADVAPI32.dll,; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll; SHELL32.dll; Qt6Core.dll; MSVCP140.dll; VCRUNTIME140.dll; NETAPI32.dll; msi.dll; VCRUNTIME140_1.dll; ole32.dll; WS2_32.dll; MPR.dll; combase.dll; USERENV.dll; OLEAUT32.dll; AUTHZ.dll; VERSION.dll; SAMCLI.DLL; MSVCP140_1.dll; WINMM.dll; CRYPTBASE.DLL; NETUTILS.DLL; SRVCLI.DLL; IMM32.DLL; bcryptPrimitives.dll; shcore.dll"
PowerToys.PowerLauncher.e,5832,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; ucrtbase.dll; SHELL32.dll,; ADVAPI32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll; IMM32.DLL; hostfxr.dll; hostpolicy.dll; coreclr.dll; ole32.dll; combase.dll; OLEAUT32.dll; bcryptPrimitives.dll; System.Private.CoreLib.dll; clrjit.dll; kernel.appcore.dll; PowerToys.PowerLauncher.dll; PresentationFramework.dll; WindowsBase.dll; System.Runtime.dll; System.Xaml.dll; uxtheme.dll; Wox.Plugin.dll; PowerToys.GPOWrapperProjection.dll; WinRT.Runtime.dll; System.Collections.dll; System.Collections.Concurrent.dll; System.Threading.dll; PowerToys.Interop.dll; VCRUNTIME140_1.dll; ntmarta.dll; VCRUNTIME140.dll; ijwhost.dll; MSVCP140.dll; System.Runtime.Extensions.dll; System.Runtime.InteropServices.dll; System.Collections.NonGeneric.dll; PowerToys.Common.UI.dll; PowerToys.ManagedCommon.dll; NLog.dll; netstandard.dll; System.IO.Abstractions.dll; System.Security.AccessControl.dll; System.Diagnostics.FileVersionInfo.dll; windows.storage.dll; wintypes.dll; SHCORE.dll; shlwapi.dll; version.dll; System.ComponentModel.dll; System.IO.FileSystem.Watcher.dll; System.ComponentModel.Primitives.dll; System.Net.Primitives.dll; System.Net.Mail.dll; System.Private.Uri.dll; System.Linq.dll; icu.dll; System.ObjectModel.dll; System.Threading.Thread.dll; System.Runtime.CompilerServices.Unsafe.dll; clbcatq.dll; PowerToys.GPOWrapper.dll; Wox.Infrastructure.dll; hyjiacan.py4n.dll; System.IO.Packaging.dll; PresentationCore.dll; DirectWriteForwarder.dll; System.Diagnostics.Debug.dll; System.Runtime.CompilerServices.VisualC.dll; Microsoft.Win32.Primitives.dll; dwrite.dll; Microsoft.Win32.Registry.dll; System.Collections.Specialized.dll; System.Memory.dll; PresentationNative_cor3.dll; System.Configuration.ConfigurationManager.dll; System.Xml.ReaderWriter.dll; System.Private.Xml.dll; System.Net.WebClient.dll; System.Text.Encoding.Extensions.dll; System.Threading.ThreadPool.dll; System.Diagnostics.TraceSource.dll; System.ComponentModel.TypeConverter.dll; System.Windows.Extensions.dll; Wpf.Ui.dll; System.Net.Requests.dll; System.Net.WebHeaderCollection.dll; System.Diagnostics.Process.dll; MSCTF.dll; PresentationFramework.Aero2.dll; System.Windows.Controls.Ribbon.dll; System.Runtime.Loader.dll; System.Diagnostics.StackTrace.dll; PowerToys.ManagedTelemetry.dll; System.Diagnostics.Tracing.dll; PowerToys.PowerLauncher.Telemetry.dll; System.Text.Json.dll; PowerToys.Settings.UI.Lib.dll; System.Text.Encodings.Web.dll; System.Runtime.Intrinsics.dll; System.Numerics.Vectors.dll; System.Reflection.Emit.Lightweight.dll; System.Reflection.Primitives.dll; System.Reflection.Emit.ILGeneration.dll; urlmon.dll; iertutil.dll; srvcli.dll; netutils.dll; SspiCli.dll; wpfgfx_cor3.dll; D3DCompiler_47_cor3.dll; WindowsCodecs.dll; System.Text.RegularExpressions.dll; Microsoft.PowerToys.Run.Plugin.Calculator.dll; Microsoft.Plugin.Folder.dll; System.Collections.Immutable.dll; Microsoft.PowerToys.Run.Plugin.History.dll; Microsoft.Plugin.Indexer.dll; Microsoft.PowerToys.Run.Plugin.OneNote.dll; Microsoft.PowerToys.Run.Plugin.PowerToys.dll; Microsoft.Plugin.Program.dll; Microsoft.Windows.SDK.NET.dll; System.Threading.Overlapped.dll; Microsoft.PowerToys.Run.Plugin.Registry.dll; Microsoft.PowerToys.Run.Plugin.Service.dll; System.ServiceProcess.ServiceController.dll; Microsoft.Plugin.Shell.dll; Microsoft.PowerToys.Run.Plugin.System.dll; System.Net.NetworkInformation.dll; Microsoft.PowerToys.Run.Plugin.TimeDate.dll; Community.PowerToys.Run.Plugin.UnitConverter.dll; Microsoft.Plugin.Uri.dll; Community.PowerToys.Run.Plugin.ValueGenerator.dll; System.Security.Cryptography.dll; Community.PowerToys.Run.Plugin.VSCodeWorkspaces.dll; System.Drawing.Common.dll; System.Drawing.Primitives.dll; gdiplus.dll; Community.PowerToys.Run.Plugin.WebSearch.dll; Microsoft.PowerToys.Run.Plugin.WindowsSettings.dll; Microsoft.PowerToys.Run.Plugin.WindowsTerminal.dll; AppXDeploymentClient.dll; Microsoft.Plugin.WindowWalker.dll; UIAutomationTypes.dll; dwmapi.dll; d3d9.dll; dxcore.dll; aticfx64.dll; WINMM.dll; atiu9p64.dll; atiumd64.dll; dbghelp.dll; dbgcore.DLL; atiumd6a.dll; SETUPAPI.dll; POWRPROF.dll; UMPDC.dll; amdihk64.dll; directxdatabasehelper.dll; UIAutomationProvider.dll; Microsoft.Xaml.Behaviors.dll; Microsoft.Toolkit.Uwp.Notifications.dll; appresolver.dll; USERENV.dll; propsys.dll; Bcp47Langs.dll; System.IO.FileSystem.dll; System.Security.Cryptography.Algorithms.dll; System.Security.Cryptography.Primitives.dll; System.Reflection.Emit.dll; System.Security.Principal.Windows.dll; System.Security.Claims.dll; Mages.Core.dll; System.Runtime.Numerics.dll; System.Threading.Tasks.Parallel.dll; Windows.ApplicationModel.dll; System.Linq.Expressions.dll; System.Linq.Parallel.dll; rometadata.dll; CFGMGR32.dll; profapi.dll; mssprxy.dll; System.Xml.XDocument.dll; System.Private.Xml.Linq.dll; AppxPackaging.dll; XmlLite.dll; OpcServices.DLL; CRYPTXML.dll; webservices.dll; CRYPT32.dll; msxml6.dll; MSASN1.dll; mrmcorer.dll; windows.staterepositorycore.dll; Windows.UI.dll; bcp47mrm.dll; windows.staterepositoryclient.dll; Secur32.dll; Accessibility.dll; LINKINFO.dll; Windows.System.Launcher.dll; msvcp110_win.dll; Microsoft.DiaSymReader.Native.amd64.dll; System.Reflection.Metadata.dll; comctl32.dll; DUser.dll; MPR.dll; ntshrui.dll; cscapi.dll; wtsapi32.dll; WINSTA.dll; dataexchange.dll; twinapi.appcore.dll; TextShaping.dll; PresentationFramework-SystemXmlLinq.dll; System.Xml.Linq.dll; System.Windows.Forms.dll; System.Windows.Forms.Primitives.dll; Microsoft.Win32.SystemEvents.dll; System.ComponentModel.EventBasedAsync.dll; System.Reactive.dll; textinputframework.dll; msctfui.dll; UIAutomationCore.dll"
msedge.exe,5852,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; msedge_elf.dll; OLEAUT32.dll; msvcp_win.dll; ucrtbase.dll; combase.dll; RPCRT4.dll,; bcryptprimitives.dll; ADVAPI32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; msedge.dll; WINMM.dll; dbghelp.dll; ws2_32.dll; dwrite.dll; ffmpeg.dll"
svchost.exe,5916,""
svchost.exe,5992,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; ucrtbase.dll; combase.dll; RPCRT4.dll; kernel.appcore.dll; msvcrt.dll; bcryptPrimitives.dll,; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; IMM32.DLL; sechost.dll; bcrypt.dll; wpnuserservice.dll; iertutil.dll; advapi32.dll; srvcli.dll; netutils.dll; clbcatq.dll; wpncore.dll; wintypes.dll; NotificationController.dll; OLEAUT32.dll; shcore.dll; RMCLIENT.dll; powrprof.dll; UMPDC.dll; OneCoreUAPCommonProxyStub.dll; usermgrcli.dll; winsta.dll; QuietHours.dll; policymanager.dll; msvcp110_win.dll; windows.storage.dll; shlwapi.dll; profapi.dll; winsqlite3.dll; twinapi.appcore.dll; execmodelclient.dll; execmodelproxy.dll; uxtheme.dll; MSCTF.dll; wtsapi32.dll; Windows.Networking.Connectivity.dll; TileDataRepository.dll; Windows.StateRepository.dll; StateRepository.Core.dll; CapabilityAccessManagerClient.dll; Windows.StateRepositoryPS.dll; wlanapi.dll; MobileNetworking.dll; Windows.StateRepositoryClient.dll; appresolver.dll; USERENV.dll; ole32.dll; propsys.dll; Bcp47Langs.dll; threadpoolwinrt.dll; wpnapps.dll; Windows.CloudStore.dll; AppExtension.dll; CRYPTBASE.DLL; usermgrproxy.dll; ntmarta.dll; shell32.dll; IPHLPAPI.DLL; NSI.dll; dusmapi.dll; wcmapi.dll; windows.staterepositorycore.dll; WINHTTP.dll; WS2_32.dll; mswsock.dll; WINNSI.DLL; dhcpcsvc6.DLL; dhcpcsvc.DLL; webio.dll; SspiCli.dll; DNSAPI.dll; rasadhlp.dll; cdp.dll; schannel.DLL; ncrypt.dll; NTASN1.dll; ncryptsslp.dll; CRYPT32.dll; MSASN1.dll; DPAPI.DLL; NotificationControllerPS.dll; wpnclient.dll; ContentDeliveryManager.Utilities.dll; twinui.pcshell.dll; dwmapi.dll; wincorlib.DLL; msxml6.dll; urlmon.dll; ShellCommonCommonProxyStub.dll; AppXDeploymentClient.dll; twinapi.dll; npmproxy.dll; capauthz.dll"
conhost.exe,6008,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; msvcp_win.dll; ucrtbase.dll; advapi32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll,; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; IMM32.DLL; shell32.dll; uxtheme.dll; combase.dll"
svchost.exe,6028,""
StartMenuExperienceHost.e,6040,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; combase.dll; ucrtbase.dll; RPCRT4.dll; wincorlib.DLL; msvcrt.dll; kernel.appcore.dll,; bcryptPrimitives.dll; Windows.UI.Xaml.dll; msvcp_win.dll; sechost.dll; bcrypt.dll; ntmarta.dll; powrprof.dll; UMPDC.dll; iertutil.dll; advapi32.dll; netutils.dll; srvcli.dll; twinapi.appcore.dll; WinTypes.dll; shcore.dll; windows.staterepositorycore.dll; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; IMM32.DLL; Windows.UI.dll; CoreMessaging.dll; OneCoreUAPCommonProxyStub.dll; uxtheme.dll; urlmon.dll; OLEAUT32.dll; dxgi.dll; dxcore.dll; directxdatabasehelper.dll; d3d11.dll; aticfx64.dll; WINMM.dll; VERSION.dll; atiuxp64.dll; atidxx64.dll; SETUPAPI.dll; ole32.dll; SHELL32.dll; cfgmgr32.DLL; apphelp.dll; amdihk64.dll; SHLWAPI.dll; Microsoft.UI.Xaml.dll; d2d1.dll; windowsudk.shellcommon.dll; windows.storage.dll; XmlLite.dll; USERENV.dll; D3DSCache.dll; profext.dll; profapi.dll; dwrite.dll; windows.staterepositoryclient.dll; StartDocked.dll; StartTileData.dll; CRYPT32.dll; IPHLPAPI.DLL; Windows.UI.Shell.SharedUtilities.dll; MrmCoreR.dll; languageoverlayutil.dll; TextShaping.dll; bcp47mrm.dll; msctf.dll; CoreUIComponents.dll; RMCLIENT.dll; InputHost.dll; CRYPTBASE.DLL; UiaManager.dll; WindowManagementAPI.dll; windows.ui.core.textinput.dll; TextInputFramework.dll; Windows.UI.Immersive.dll; DataExchange.dll; Windows.Storage.ApplicationData.dll; PROPSYS.dll; msvcp110_win.dll; Windows.CloudStore.dll; usermgrcli.dll; usermgrproxy.dll; Bcp47Langs.dll; appresolver.dll; StartMenu.dll; MSVCP140_APP.dll; VCRUNTIME140_1_APP.dll; VCRUNTIME140_APP.dll; Secur32.dll; SSPICLI.DLL; Windows.StateRepositoryPS.dll; slc.dll; biwinrt.dll; TileDataRepository.dll; Windows.StateRepository.dll; StateRepository.Core.dll; ShellCommonCommonProxyStub.dll; Windows.ApplicationModel.dll; OneCoreCommonProxyStub.dll; edputil.dll; Windows.UI.Xaml.Controls.dll; Windows.Globalization.dll; Windows.Graphics.dll; Windows.Globalization.Fontgroups.dll; fontgroupsoverride.dll; windows.internal.shell.broker.dll; twinapi.dll; policymanager.dll; dcomp.dll; directmanipulation.dll; Windows.Management.Workplace.dll; windowscodecs.dll; wuceffects.dll; threadpoolwinrt.dll; PhotoMetadataHandler.dll; CryptoWinRT.dll; Windows.Web.dll; pfclient.dll; IrisService.dll; Windows.Web.Http.dll; wosc.dll; Windows.Energy.dll; winsta.dll; AssignedAccessRuntime.dll; RTMediaFrame.dll; ExperienceExtensions.dll; Microsoft.ReactNative.dll; WinRTComponents.dll; SystemSettings.DataModel.dll; ux-phui.dll; ReactNativeXaml.dll; Windows.Security.Authentication.Web.Core.dll; Payments.dll; ncrypt.dll; NTASN1.dll; vaultcli.dll; WinRTTurboModule.dll; DPAPI.dll; WsxPackManager.dll; comctl32.dll; WININET.dll; WS2_32.dll; ondemandconnroutehelper.dll; mswsock.dll; firewallapi.dll; fwbase.dll; WINNSI.DLL; WINHTTP.dll; NSI.dll; windows.storage.onecore.dll; MSASN1.dll; WINTRUST.dll; CRYPTSP.dll; rsaenh.dll; DNSAPI.dll; hermes.dll; icuin.dll; icuuc.dll; icu.DLL; rasadhlp.dll; fwpuclnt.dll; schannel.DLL; ncryptsslp.dll; cryptnet.dll; WinRtTracing.dll; Windows.System.UserProfile.DiagnosticsSettings.dll; dhcpcsvc6.DLL; dhcpcsvc.DLL; webio.dll; dwmapi.dll; RulesEngine.dll; AuthBroker.dll; AUTHZ.dll; wkscli.dll; oobecoreadapters.dll; samcli.dll; WinLangdb.dll; DiagnosticDataSettings.dll; AccountsService.dll"
DAX3API.exe,6164,""
SecurityHealthSystray.exe,6272,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; ADVAPI32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll; ucrtbase.dll; ole32.dll,; msvcp_win.dll; GDI32.dll; win32u.dll; gdi32full.dll; USER32.dll; combase.dll; IMM32.DLL; kernel.appcore.dll; bcryptPrimitives.dll; atlthunk.dll; uxtheme.dll; MSCTF.dll; clbcatq.dll; SecurityHealthSSO.dll; SecurityHealthSsoUdk.dll; shcore.dll; SHELL32.dll; dwmapi.dll; Windows.UI.dll; windows.storage.dll; wintypes.dll; shlwapi.dll; SecurityHealthProxyStub.dll"
AggregatorHost.exe,6404,""
svchost.exe,6456,""
svchost.exe,6540,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; ucrtbase.dll; combase.dll; RPCRT4.dll; kernel.appcore.dll; msvcrt.dll; bcryptPrimitives.dll,; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; IMM32.DLL; sechost.dll; bcrypt.dll; microsoft.bluetooth.userservice.dll; WppRecorderUM.dll; policymanager.dll; powrprof.dll; msvcp110_win.dll; UMPDC.dll; clbcatq.dll; OneCoreUAPCommonProxyStub.dll; Microsoft.Bluetooth.Proxy.dll; shcore.dll; cfgmgr32.dll; DevDispItemProvider.dll; OLEAUT32.dll; bluetoothapis.dll; DEVOBJ.dll"
sihost.exe,6576,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; msvcp_win.dll; ucrtbase.dll; combase.dll; RPCRT4.dll; sechost.dll; bcrypt.dll; advapi32.dll,; msvcrt.dll; CoreMessaging.dll; ntmarta.dll; kernel.appcore.dll; bcryptPrimitives.dll; user32.dll; win32u.dll; GDI32.dll; gdi32full.dll; IMM32.DLL; clbcatq.dll; desktopshellext.dll; shcore.dll; shlwapi.dll; OLEAUT32.dll; wtsapi32.dll; WINSTA.dll; fcon.dll; Windows.Shell.ServiceHostBuilder.dll; uxtheme.dll; ClipboardServer.dll; RMCLIENT.dll; activationmanager.dll; AppointmentActivation.dll; windows.staterepositorycore.dll; modernexecserver.dll; wintypes.dll; twinapi.appcore.dll; usermgrproxy.dll; usermgrcli.dll; OneCoreUAPCommonProxyStub.dll; CoreUIComponents.dll; ExecModelClient.dll; windowmanagement.dll; OneCoreCommonProxyStub.dll; execmodelproxy.dll; NotificationPlatformComponent.dll; AppContracts.dll; windows.system.launcher.dll; msvcp110_win.dll; Windows.Storage.dll; PackageStateChangeHandler.dll; UiaManager.dll; ShareHost.dll; twinui.appcore.dll; AudioSes.dll; daxexec.dll; USERENV.dll; container.dll; mssrch.dll; WS2_32.dll; cryptdll.dll; SearchIndexerCore.dll; TQUERY.DLL; CoreShellExtFramework.dll; twinui.pcshell.dll; wincorlib.DLL; dwmapi.dll; powrprof.dll; iertutil.dll; srvcli.dll; netutils.dll; UMPDC.dll; CRYPTBASE.DLL; InputHost.dll; activationclient.dll; policymanager.dll; capauthz.dll; AppXDeploymentClient.dll; windows.staterepositoryclient.dll; ole32.dll; SHELL32.dll; Windows.Security.Integrity.dll; Windows.StateRepositoryPS.dll"
svchost.exe,6600,""
msedge.exe,6656,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; msedge_elf.dll; OLEAUT32.dll; msvcp_win.dll; ucrtbase.dll; combase.dll; RPCRT4.dll,; bcryptprimitives.dll; ADVAPI32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; msedge.dll; WINMM.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; IMM32.DLL; uxtheme.dll; kernel.appcore.dll; clbcatq.dll; WinTypes.dll; OneCoreUAPCommonProxyStub.dll; ole32.dll; windows.storage.dll; shcore.dll; PROPSYS.dll"
PowerToys.Awake.exe,6712,"ntdll.dll; KERNEL32.DLL; KERNELBASE.dll; USER32.dll; win32u.dll; GDI32.dll; gdi32full.dll; msvcp_win.dll; ucrtbase.dll; SHELL32.dll,; ADVAPI32.dll; msvcrt.dll; sechost.dll; bcrypt.dll; RPCRT4.dll; IMM32.DLL; hostfxr.dll; hostpolicy.dll; coreclr.dll; ole32.dll; combase.dll; OLEAUT32.dll; bcryptPrimitives.dll; System.Private.CoreLib.dll; clrjit.dll; kernel.appcore.dll; PowerToys.Awake.dll; System.Runtime.dll; WinRT.Runtime.dll; System.Collections.dll; System.Collections.Concurrent.dll; System.Threading.dll; System.CommandLine.dll; PowerToys.Settings.UI.Lib.dll; PowerToys.ManagedCommon.dll; System.Runtime.InteropServices.dll; System.Diagnostics.FileVersionInfo.dll; System.Text.Json.dll; System.IO.Abstractions.dll; System.Security.AccessControl.dll; System.Drawing.Common.dll; System.Drawing.Primitives.dll; Microsoft.Win32.Primitives.dll; uxtheme.dll; PowerToys.Interop.dll; MSVCP140.dll; VCRUNTIME140_1.dll; ntmarta.dll; VCRUNTIME140.dll; ijwhost.dll; System.Runtime.Extensions.dll; System.Collections.NonGeneric.dll; System.Diagnostics.TraceSource.dll; System.Diagnostics.TextWriterTraceListener.dll; windows.storage.dll; wintypes.dll; SHCORE.dll; shlwapi.dll; version.dll; icu.dll; System.Runtime.CompilerServices.Unsafe.dll; clbcatq.dll; PowerToys.GPOWrapper.dll; System.Diagnostics.StackTrace.dll; System.Text.Encoding.Extensions.dll; Microsoft.Win32.Registry.dll; System.Memory.dll; Powrprof.dll; UMPDC.dll; System.Text.Encodings.Web.dll; System.Runtime.Intrinsics.dll; System.Numerics.Vectors.dll; System.Private.Uri.dll; System.Reflection.Emit.Lightweight.dll; System.Reflection.Primitives.dll; System.Reflection.Emit.ILGeneration.dll; System.ComponentModel.dll; System.Linq.dll; System.Net.Primitives.dll; System.Console.dll; System.Threading.Thread.dll; System.Security.Principal.Windows.dll; System.Security.Claims.dll; System.IO.FileSystem.Watcher.dll; System.ComponentModel.Primitives.dll; System.Reactive.dll; System.Threading.Overlapped.dll; PowerToys.ManagedTelemetry.dll; System.Diagnostics.Tracing.dll"
